nda_number,product_number,nadac_NDC
79165,5,
79165,6,
79165,7,
79166,1,
79166,2,
79166,3,
79166,4,
79167,1,
79167,2,
79167,3,
79167,4,
79168,1,
79168,2,
79168,3,
79168,4,
79169,1,47335058583
79169,2,47335058583
79169,3,47335058583
79169,4,47335058583
79170,1,65862029699
79170,2,65862029699
79170,3,65862029699
79170,4,65862029699
79171,1,
79171,2,
79171,3,
79171,4,
79172,1,68462026430
79172,2,68462026430
79172,3,68462026430
79172,4,68462026430
79174,1,68599805104
79175,1,68084041121
79179,1,904690104
79179,2,904690104
79182,1,49884026952
79182,2,49884026952
79183,1,
79184,1,
79184,2,
79185,1,
79186,1,
79187,1,
79187,2,
79187,3,
79187,4,
79188,1,
79191,1,
79191,2,
79191,3,
79191,4,
79193,1,93545542
79195,1,
79195,2,
79196,1,
79197,1,
79198,1,
79198,2,
79198,3,
79199,1,
79199,2,
79204,1,
79204,2,
79205,1,
79206,1,
79206,2,
79209,1,65862030612
79211,1,
79212,1,
79213,1,
79213,2,
79213,3,
79214,1,
79215,1,93777179
79216,1,63739037010
79217,1,17478076306
79217,2,17478076306
79217,3,17478076306
79218,1,52544029528
79219,1,63739036910
79220,1,51991062090
79221,1,70700011485
79224,1,72266012325
79225,1,
79225,2,
79226,1,
79227,1,68462029965
79229,1,69452036220
79229,2,69452036220
79229,3,69452036220
79229,4,69452036220
79229,5,69452036220
79229,6,69452036220
79229,7,69452036220
79230,1,
79230,2,
79232,1,
79233,1,
79234,1,904728361
79234,2,904728361
79234,3,904728361
79234,4,904728361
79235,1,
79237,1,
79239,1,
79240,1,
79240,2,
79241,1,
79242,1,63323027301
79244,1,
79245,1,65862030901
79245,2,65862030901
79246,1,
79247,1,
80001,1,
80003,1,
80003,2,
80013,1,
80013,2,
80015,1,
80016,1,
80017,1,
80017,2,
80020,2,
80021,1,
80024,1,
80025,1,
80027,1,61314001601
80028,1,
80028,2,
80029,1,574419035
80036,1,
80040,1,
80043,1,
80043,2,
80044,2,
80059,2,
80078,1,
80078,2,
80079,1,
80081,1,
80082,1,
80084,1,
80085,1,
80086,1,
80087,1,
80088,1,
80094,1,
80097,1,
80098,1,
80099,1,
80100,1,
80109,1,
80120,2,
80123,2,
80126,1,
80126,2,
80132,3,
80132,4,
80134,3,
80134,4,
80136,1,
80138,2,
80140,1,
80140,2,
80142,1,
80153,1,
80154,1,70752017110
80157,1,70954048430
80159,1,
80172,1,228234810
80188,1,
80188,2,
80188,3,
80189,1,
80195,1,
80195,2,
80195,3,
80195,4,
80197,1,62135096031
80198,1,168020437
80203,1,
80204,1,
80205,1,
80205,3,
80205,4,
80205,5,
80209,1,
80210,1,
80211,1,
80212,1,
80214,1,
80214,2,
80214,3,
80215,1,
80221,1,
80223,1,
80224,1,
80225,1,
80225,3,
80229,1,
80232,1,
80235,2,
80236,1,
80237,1,
80248,1,
80254,2,
80256,1,
80256,2,
80258,1,59762235007
80259,1,
80268,2,
80269,1,
80270,1,
80271,1,
80273,1,
80276,1,
80279,1,
80280,1,
80281,1,
80283,1,
80285,1,
80292,1,378064010
80293,1,
80300,1,
80301,1,
80304,1,
80304,2,
80304,3,
80306,1,
80307,1,
80308,1,
80309,1,
80310,1,
80313,1,
80320,1,
80321,1,
80322,1,
80324,1,
80325,1,
80326,1,
80327,2,
80328,1,
80330,2,
80333,1,
80334,1,
80336,2,
80339,1,
80340,1,
80340,2,
80340,3,
80341,1,
80342,1,
80343,1,
80344,1,
80344,2,
80350,1,
80350,2,
80350,3,
80351,1,
80351,2,
80352,1,54982831
80353,1,
80354,1,
80355,1,
80356,1,591505243
80358,1,
80358,2,
80358,3,
80359,1,
80359,2,
80359,3,
80364,1,
80364,2,
80364,3,
80365,1,
80366,1,
80368,1,
80368,2,
80370,1,
80371,1,
80377,1,
80377,2,
80377,3,
80377,4,
80378,1,
80379,1,
80380,1,
80380,2,
80381,1,
80381,3,
80384,2,
80384,3,
80385,1,
80386,1,
80387,1,
80388,1,
80389,1,
80390,1,
80390,2,
80393,1,
80395,1,
80397,1,
80398,1,
80399,1,66993073080
80399,2,66993073080
80400,2,
80400,3,
80400,4,
80401,1,
80403,1,
80403,2,
80403,3,
80403,4,
80403,5,
80404,2,63323020110
80404,3,63323020110
80406,1,
80406,2,
80407,1,143957710
80407,2,143957710
80408,1,409471302
80408,2,409471302
80409,1,
80414,1,
80414,2,
80415,1,
80415,2,
80416,1,
80416,2,
80419,1,
80420,1,
80420,2,
80420,4,
80420,5,
80421,1,
80421,2,
80425,1,
80426,1,
80426,2,
80429,1,
80431,1,
80438,1,
80438,2,
80439,1,
80439,2,
80439,3,
80439,4,
80439,5,
80442,2,
80442,3,
80443,2,
80443,3,
80445,1,641605425
80445,2,641605425
80445,3,641605425
80445,4,641605425
80446,1,
80447,1,
80447,2,
80448,1,
80448,2,
80452,1,
80452,2,
80454,1,
80455,7,
80455,8,
80455,9,
80455,10,
80456,2,
80456,3,
80457,1,
80457,2,
80457,3,
80459,1,
80472,3,
80472,4,
80473,3,
80473,4,
80474,3,
80474,4,
80475,1,
80475,2,
80475,3,
80481,1,
80481,2,
80482,3,
80482,4,
80483,1,
80489,2,
80489,3,
80491,1,
80492,1,
80492,2,
80493,1,
80496,2,
80498,1,
80498,2,
80500,1,
80500,2,
80504,1,
80504,4,
80504,5,
80505,1,
80506,1,
80509,1,
80510,1,
80510,2,
80510,3,
80514,1,
80515,2,143962125
80516,1,
80517,1,
80519,3,
80519,4,
80521,1,
80522,1,
80523,1,
80525,1,
80525,2,
80530,1,
80531,2,
80534,1,
80553,1,
80554,1,
80554,2,
80556,1,63323001302
80557,2,63323004444
80557,3,63323004444
80562,1,
80562,2,
80563,1,
80563,2,
80564,1,
80568,1,
80568,2,
80570,2,
80571,1,
80571,2,
80572,1,
80573,1,
80573,2,
80575,1,
80577,1,
80581,1,
80582,1,
80582,2,
80583,1,
80583,2,
80586,2,
80592,1,
80596,1,
80600,1,
80614,1,
80615,1,
80618,1,
80624,1,
80625,1,
80626,1,
80629,2,
80630,1,
80635,1,
80637,1,
80642,2,
80643,1,
80655,1,
80658,1,
80658,2,
80660,1,
80660,2,
80667,1,
80668,1,
80669,1,
80671,1,
80677,1,
80679,1,
80680,1,
80686,1,
80689,1,
80689,2,
80689,3,
80691,2,
80692,1,168002031
80693,3,168001531
80694,1,
80696,1,
80699,1,
80699,2,
80700,1,
80701,1,
80702,1,
80704,1,69452015120
80706,6,62559043130
80706,7,62559043130
80710,1,
80711,1,
80712,1,
80713,1,
80715,1,
80718,1,
80721,2,
80722,1,
80723,1,
80723,2,
80723,3,
80727,1,
80728,1,
80731,1,
80732,1,
80736,1,
80737,1,68001054260
80738,1,
80741,1,
80742,1,
80743,1,
80744,1,
80745,2,
80745,3,
80746,1,
80747,1,
80748,1,
80749,1,
80750,3,
80750,4,
80751,1,
80751,2,
80753,1,
80753,2,
80755,1,
80756,1,
80757,1,
80758,1,
80759,1,
80760,1,
80761,1,
80762,1,
80762,2,
80763,2,
80767,2,
80770,1,
80774,1,
80776,2,
80778,1,
80779,1,
80780,1,
80781,1,
80782,1,
80783,1,
80784,1,
80785,1,
80786,1,
80790,1,
80791,1,
80797,1,
80800,1,
80807,1,
80807,2,
80808,1,
80809,1,
80810,1,
80816,1,
80817,2,641037625
80819,1,
80820,1,
80821,1,
80822,1,
80825,1,
80828,1,
80830,1,
80832,1,
80832,2,
80836,1,
80839,1,
80840,1,
80841,1,
80842,1,
80842,2,
80845,1,
80845,2,
80846,1,
80848,2,
80848,3,
80850,1,
80853,1,
80854,1,
80855,1,
80855,2,
80857,1,
80857,2,
80860,1,
80868,1,
80868,2,
80873,1,
80873,2,
80873,3,
80874,1,
80880,1,115279006
80883,1,
80884,1,
80886,1,
80903,1,
80905,1,
80907,1,
80908,2,
80911,1,
80914,1,
80921,1,
80925,1,
80927,1,
80927,2,
80928,1,
80931,1,
80932,1,
80933,1,
80935,1,
80936,1,555006605
80937,2,60687055311
80938,1,
80939,2,
80941,1,
80943,1,
80947,1,
80949,1,
80949,2,
80949,3,
80951,1,
80952,1,
80953,1,
80955,1,
80956,1,
80961,1,
80963,1,
80966,1,527136710
80967,1,
80968,1,
80970,1,
80972,1,
80973,1,
80975,1,
80975,2,
80975,3,
80977,1,
80983,4,
80983,5,
80985,1,
80992,1,
80997,1,
81002,1,
81008,1,
81019,1,
81025,1,
81029,1,
81030,1,
81031,1,
81040,1,
81043,1,
81044,1,
81048,1,
81049,1,
81050,1,
81051,1,
81054,1,
81066,1,
81067,1,
81068,1,
81069,1,
81070,1,
81079,1,
81080,1,
81083,1,
81095,1,
81096,1,
81097,1,
81099,1,555057235
81113,1,53489028101
81118,1,
81125,1,
81126,1,
81127,1,
81128,1,
81129,1,
81134,1,
81142,1,
81145,1,
81149,1,
81150,1,
81151,1,
81165,1,
81169,1,
81189,1,
81190,1,
81203,1,168014630
81213,1,
81214,1,
81215,1,
81216,1,
81222,1,
81223,1,
81224,1,
81225,1,
81226,1,
81235,1,51079067005
81236,1,
81239,1,
81240,1,
81242,1,
81249,1,
81250,1,
81265,1,62135014457
81265,2,62135014457
81266,1,
81267,1,
81268,1,
81271,1,
81274,1,
81277,1,
81278,1,
81295,1,
81297,1,69452014430
81297,2,69452014430
81298,1,
81299,1,
81306,1,
81309,1,
81310,1,
81318,1,
81319,1,61748001211
83000,1,
83002,1,
83003,1,
83004,1,
83005,1,
83006,1,
83007,1,
83009,1,
83009,2,
83009,3,
83009,4,
83011,1,
83011,2,
83013,1,
83015,2,
83015,3,
83016,4,
83016,5,
83017,3,
83017,4,
83021,1,
83021,2,
83021,3,
83022,1,16729053308
83027,1,
83027,2,
83029,2,
83032,1,
83035,1,
83037,1,
83040,1,
83051,1,
83058,1,
83058,2,
83059,1,
83060,1,
83061,1,
83061,2,
83062,1,
83063,1,
83064,1,
83075,1,
83077,2,
83078,1,
83080,1,
83080,2,
83082,1,
83082,2,
83083,1,
83083,2,
83087,1,
83087,2,
83088,2,
83089,1,
83089,2,
83101,2,
83102,1,
83113,1,
83114,1,
83115,1,
83116,1,555003305
83120,1,
83120,2,
83123,1,
83125,2,
83128,1,
83130,1,
83133,2,
83134,1,
83135,1,
83135,2,
83136,1,
83140,1,
83141,1,
83145,1,
83145,2,
83147,3,
83147,4,
83149,1,
83151,1,
83154,1,
83158,1,409490334
83158,2,409490334
83158,3,409490334
83158,5,409490334
83158,6,409490334
83159,1,
83161,1,
83163,1,
83173,1,
83173,2,
83176,1,
83176,2,
83177,1,68645051070
83177,2,68645051070
83178,1,
83179,1,
83180,1,
83183,1,
83184,1,
83185,1,
83186,1,
83187,1,
83190,1,
83198,1,
83201,1,
83203,1,
83204,1,
83205,1,
83206,1,
83207,1,
83209,1,
83213,2,
83214,1,
83215,1,
83217,1,
83219,2,
83220,1,
83220,2,
83220,3,
83220,4,
83221,1,
83231,1,
83232,1,
83234,2,
83237,1,
83239,1,
83241,1,
83242,1,
83243,1,
83244,1,
83245,1,
83246,1,
83247,1,
83247,2,
83247,3,
83247,4,
83254,1,
83259,1,
83261,1,
83262,1,
83264,1,
83266,1,
83266,2,
83266,3,
83266,4,
83270,1,
83271,1,
83275,1,
83278,1,
83281,1,
83283,1,
83284,1,
83285,1,
83287,1,
83288,1,
83296,2,
83299,1,
83301,1,
83304,1,
83305,1,
83306,1,
83308,1,
83311,1,
83312,1,641620825
83312,2,641620825
83315,1,
83315,2,
83317,1,
83320,1,
83321,1,
83325,2,
83329,1,
83337,1,
83338,1,
83342,1,
83343,1,
83345,1,
83345,2,
83345,3,
83346,1,
83347,1,
83351,1,
83358,1,
83358,2,
83362,1,
83363,1,
83364,1,
83365,1,
83365,2,
83365,3,
83368,1,
83376,2,
83380,1,
83381,1,
83383,1,
83386,1,832601700
83387,1,
83388,1,
83389,1,
83390,1,
83391,1,
83393,1,
83397,1,
83398,1,
83401,1,
83403,1,
83414,1,
83420,1,
83426,1,591530710
83431,1,
83436,1,
83439,1,
83441,1,
83442,1,
83444,1,
83450,1,
83453,1,
83456,1,
83457,1,
83457,2,
83458,1,
83459,1,
83461,1,
83461,2,
83462,1,
83464,1,
83471,1,
83475,1,
83484,1,
83486,1,
83488,1,
83494,1,
83501,1,
83513,1,
83517,1,
83518,1,
83524,1,
83525,1,
83526,1,
83528,1,
83531,1,
83532,1,
83532,2,
83533,1,
83534,1,
83534,2,
83535,1,
83535,2,
83536,1,
83538,2,
83544,1,
83546,1,
83547,1,
83549,1,
83549,2,
83549,3,
83551,1,591532110
83553,2,
83554,1,
83557,1,
83559,1,
83560,1,
83561,1,
83563,1,
83563,2,
83563,3,
83563,4,
83564,1,
83564,2,
83564,3,
83564,4,
83567,1,
83568,1,
83570,1,
83571,1,
83572,1,
83573,1,
83574,1,
83575,1,
83576,1,
83583,1,
83590,1,
83593,1,
83595,3,
83597,1,
83598,1,
83603,1,
83604,1,
83605,1,
83605,2,
83606,1,
83607,2,
83610,1,
83613,1,
83618,1,
83622,1,
83625,1,
83626,1,
83627,1,
83627,2,
83629,1,
83632,1,
83633,1,
83634,1,
83639,1,
83639,2,
83639,3,
83639,4,
83639,5,
83640,1,
83643,1,
83644,1,
83654,1,
83655,1,
83658,1,
83665,1,
83666,1,
83667,1,
83667,2,
83674,1,
83675,1,
83676,1,
83677,1,378064210
83682,1,
83684,1,
83686,1,
83687,1,
83688,1,
83689,1,
83693,1,
83702,1,
83706,1,
83711,1,591531901
83712,1,
83714,1,
83718,1,
83720,2,
83722,1,
83724,1,
83729,1,
83729,3,
83729,4,
83733,1,
83734,1,
83735,1,
83735,2,
83738,1,
83738,2,
83739,1,
83739,2,
83740,1,
83741,1,
83742,1,
83743,1,
83745,1,
83750,1,
83753,1,
83754,1,
83759,1,
83759,2,
83760,1,
83764,1,
83765,1,
83767,1,
83770,1,
83771,1,
83772,1,
83775,1,
83778,1,
83784,1,
83786,1,
83787,1,
83789,1,
83790,1,
83790,2,
83791,1,
83795,1,
83797,1,
83797,2,
83799,1,
83799,2,
83799,3,
83804,1,
83805,1,
83806,1,
83807,1,
83808,1,
83809,1,
83809,2,
83820,1,
83821,1,
83823,1,
83827,1,
83827,2,
83827,3,
83830,1,
83834,1,
83836,1,
83838,2,
83847,1,
83855,1,
83856,1,
83857,1,
83858,1,
83862,1,
83867,1,
83870,2,
83871,1,
83872,1,
83877,1,
83879,1,
83889,1,
83891,2,
83892,1,
83896,1,
83897,1,
83898,1,
83899,1,
83901,1,
83901,2,
83902,1,
83903,1,
83903,3,
83914,1,
83919,1,
83921,1,
83922,1,
83923,1,
83925,1,
83930,1,
83937,1,
83938,2,
83939,1,
83941,1,
83943,1,
83944,1,
83947,1,
83948,1,
83951,1,
83951,2,
83953,1,
83955,1,
83955,2,
83963,1,
83965,1,
83967,1,
83972,1,
83972,2,
83972,3,
83973,1,
83976,1,
83978,1,
83981,1,
83982,1,
83989,1,
83993,1,
83997,1,
83997,2,
83999,1,
84001,1,
84003,1,
84013,1,
84014,1,
84015,1,
84020,2,
84020,3,
84026,1,
84027,1,
84029,1,
84030,1,
84031,1,
84035,1,
84040,1,
84041,1,62135022160
84048,1,
84048,2,
84050,1,
84051,1,
84051,2,
84053,1,
84055,1,
84059,1,
84060,1,
84060,2,
84072,1,
84074,1,
84075,1,
84080,1,
84081,1,
84084,1,
84085,2,
84086,1,
84092,3,
84093,1,
84094,1,
84095,1,
84100,5,
84106,2,
84107,2,
84108,1,
84109,1,
84110,1,65039605
84112,1,832601810
84113,1,832601989
84114,1,832602089
84115,1,832602189
84122,1,54981729
84125,1,
84133,1,
84134,1,
84135,1,
84138,1,
84141,1,
84143,1,
84144,1,
84145,1,
84146,1,
84147,1,
84148,1,
84149,1,
84150,1,
84151,1,
84153,1,
84156,1,
84158,1,
84160,1,
84166,1,
84168,1,
84169,1,
84170,1,
84171,1,
84172,1,
84173,1,
84176,1,904646161
84176,2,904646161
84176,3,904646161
84177,1,
84181,1,
84188,1,
84188,3,
84188,4,
84204,1,
84211,2,
84214,2,
84215,1,
84217,1,
84217,2,
84218,1,
84218,2,
84219,1,
84220,1,
84222,1,
84223,1,
84225,1,
84230,1,
84231,2,
84233,1,
84236,1,
84237,1,
84238,1,
84241,1,
84243,1,
84244,1,
84246,1,
84247,2,
84247,3,
84252,2,
84259,1,
84264,1,
84267,1,
84268,1,
84270,1,
84272,2,
84274,1,
84275,1,
84276,2,
84277,1,
84279,1,591532501
84280,1,
84282,1,641614625
84283,1,54001925
84285,1,904698761
84286,1,
84287,1,
84290,1,
84291,1,
84292,3,
84294,1,
84300,1,
84301,1,
84303,1,
84305,1,61314035401
84306,1,61314035502
84307,1,
84310,1,
84312,1,
84315,1,
84316,1,
84318,1,
84319,1,
84320,1,
84321,1,
84323,1,
84324,1,527141410
84325,1,527141310
84326,1,
84326,2,
84327,1,
84329,1,
84331,1,
84331,2,
84332,1,
84339,1,
84340,1,
84341,1,
84342,1,
84343,1,
84343,2,
84349,1,71374066
84349,2,71374066
84351,1,
84353,1,
84355,1,
84357,1,
84360,1,
84361,1,
84362,1,
84363,1,591533510
84364,1,591533710
84369,1,
84378,1,
84379,1,
84382,1,
84383,1,
84384,1,
84385,1,
84386,1,
84393,1,
84394,1,
84398,1,
84399,1,
84401,1,
84401,2,
84402,1,
84403,1,
84406,1,
84408,1,
84411,1,
84412,1,
84413,1,
84414,1,
84415,1,
84417,1,
84422,1,
84423,1,
84426,2,
84427,1,71000740
84428,1,
84435,1,
84436,1,
84437,1,
84438,1,
84439,1,
84439,2,
84439,3,
84440,1,
84440,2,
84440,3,
84441,1,
84442,4,591534710
84443,1,
84444,1,
84445,1,
84446,1,
84448,1,
84449,1,
84457,1,
84463,1,
84463,2,
84463,3,
84463,4,
84466,1,
84467,1,
84468,1,
84469,2,
84471,1,
84472,1,
84476,1,
84479,1,
84486,1,
84487,1,
84488,1,
84492,1,
84493,1,
84498,2,
84499,1,
84500,1,
84503,1,
84504,1,
84505,1,
84506,1,
84510,1,
84514,1,
84517,1,
84524,1,
84530,1,
84531,1,
84533,1,
84535,1,
84536,2,
84539,1,
84540,1,
84541,2,
84542,1,
84543,1,
84546,1,
84547,1,
84549,1,
84551,1,
84552,1,
84552,2,
84553,2,
84554,1,
84555,1,
84557,1,
84559,1,
84560,1,
84561,1,
84563,1,
84566,1,
84566,2,
84568,1,
84573,2,
84574,1,
84575,1,
84576,1,
84577,1,
84578,1,
84579,1,
84580,1,
84581,1,
84588,1,
84588,2,
84589,1,
84590,1,
84591,1,
84595,1,
84598,1,
84600,1,
84601,1,
84603,1,
84604,1,
84606,1,
84610,1,54818125
84611,1,54817925
84612,1,54817525
84613,1,54818025
84614,1,
84615,1,
84616,1,
84617,1,
84623,1,
84625,1,
84625,2,
84626,1,
84627,1,
84629,1,
84631,1,
84632,2,
84634,1,
84639,1,
84640,1,
84642,1,
84644,1,
84645,1,
84648,1,
84649,1,
84652,1,
84655,1,
84656,1,
84657,1,62559084210
84657,2,62559084210
84658,1,
84659,1,
84662,2,
84663,1,
84667,1,
84669,1,
84674,1,
84675,1,
84676,1,
84677,1,
84678,1,62135022060
84679,2,62135022260
84685,1,
84689,1,
84696,1,
84697,1,
84698,1,
84699,1,
84700,1,
84702,1,
84705,1,
84706,1,
84707,1,
84708,1,
84709,1,
84710,1,
84712,1,
84714,2,
84717,1,
84717,2,
84719,1,
84719,2,
84720,1,
84721,1,
84723,1,
84726,1,
84727,1,
84728,1,
84729,1,
84731,1,
84731,2,
84731,3,
84732,1,
84735,1,
84736,1,
84737,1,
84737,2,
84738,1,
84739,1,
84740,1,
84741,1,
84742,1,
84743,1,
84744,1,
84744,2,
84747,1,
84748,1,
84751,1,
84752,1,
84754,1,54879000308
84756,1,
84756,2,
84762,1,
84763,1,
84764,1,
84765,1,
84766,1,
84767,1,
84768,1,555015804
84769,1,555015904
84771,1,
84772,1,
84773,1,
84774,1,
84775,1,
84776,1,
84776,2,
84777,2,
84779,1,
84789,1,
84800,1,
84801,1,
84802,1,
84803,1,
84804,1,
84804,2,
84810,1,
84811,1,
84823,1,
84827,1,
84831,1,
84834,1,
84835,1,
84840,1,
84843,2,
84846,1,
84850,2,
84853,1,
84855,1,
84863,1,
84868,1,
84869,2,
84872,1,
84875,1,
84876,1,
84878,1,
84878,2,
84880,1,
84886,1,
84887,1,
84897,1,
84899,1,
84901,1,
84902,1,
84903,1,68084020311
84903,2,68084020311
84908,1,
84908,2,
84908,3,
84911,1,
84912,1,
84913,1,
84913,2,
84914,1,
84915,1,
84916,1,63323016530
84919,1,
84920,1,
84921,1,
84922,1,
84923,1,
84924,1,
84926,1,
84927,1,
84928,1,
84930,1,
84931,1,
84931,2,
84932,1,
84935,1,
84936,2,
84937,1,
84939,2,
84944,1,
84946,1,
84947,1,
84948,1,61570007301
84949,1,
84950,1,61570007401
84951,1,61570007201
84955,1,
84957,1,
84964,1,
84967,1,
84968,1,
84969,3,
84970,2,
84974,1,
84976,1,
84977,1,
84978,1,
84986,1,
84988,1,
84989,1,
84990,1,
84991,1,
84992,1,
84993,1,
84999,1,
85000,1,
85003,1,
85004,1,
85005,1,
85007,1,
85008,1,
85009,1,
85010,1,
85014,1,
85015,1,
85017,1,
85020,2,
85022,1,
85025,1,69315031228
85026,1,
85027,1,45802001405
85028,1,
85031,1,
85031,2,
85031,3,
85031,4,
85033,1,
85034,1,
85035,1,
85037,1,
85037,2,
85038,1,
85046,1,
85052,1,
85053,1,
85054,2,
85055,1,
85055,2,
85055,3,
85055,4,
85056,1,
85056,2,
85056,3,
85056,4,
85057,1,
85061,1,
85067,1,
85068,1,
85070,1,
85075,1,
85075,2,
85075,3,
85076,1,
85079,1,
85082,1,591079410
85083,1,
85084,2,
85085,2,
85086,1,
85087,1,
85088,1,
85091,1,
85093,1,
85094,1,
85095,1,
85098,1,
85099,1,
85100,1,
85103,1,
85104,1,
85105,1,
85106,2,
85107,1,
85108,1,
85112,1,
85113,1,
85115,1,
85117,1,
85118,1,
85119,1,
85120,1,
85121,1,
85121,2,
85121,3,
85122,1,
85123,1,
85125,1,
85128,1,57844014056
85130,1,
85131,1,
85133,1,
85136,1,
85137,1,
85138,1,
85139,1,
85140,2,
85141,2,
85144,1,
85146,1,
85146,2,
85148,1,
85150,1,
85151,1,
85152,2,
85153,1,
85155,1,
85156,1,
85159,1,
85161,1,63739058810
85162,1,591544243
85163,1,
85164,1,
85165,1,
85166,1,
85167,1,
85169,1,
85170,1,
85171,1,
85172,1,
85173,1,
85175,1,
85177,1,
85178,1,
85180,1,
85182,1,62135073890
85182,2,62135073890
85182,3,62135073890
85186,1,
85187,1,
85188,1,
85190,1,
85191,1,
85192,1,
85195,1,
85199,1,
85200,1,
85201,1,
85202,1,
85203,1,
85204,1,
85205,1,
85206,1,
85207,1,
85208,1,
85211,1,
85213,1,
85214,1,
85217,1,
85218,2,
85219,1,
85220,1,
85221,1,
85222,1,
85223,1,591079510
85228,1,
85229,1,
85230,2,
85231,1,
85232,2,
85233,1,
85237,1,
85239,1,
85245,1,
85247,1,
85248,1,
85252,1,
85253,1,
85261,2,
85261,4,
85263,1,
85263,2,
85264,1,
85264,2,
85266,1,
85269,1,
85270,1,
85272,1,
85273,1,
85276,1,
85282,1,
85282,2,
85284,1,
85285,1,
85287,1,
85288,1,
85289,1,
85291,2,
85294,1,
85296,1,
85297,1,
85298,1,
85299,1,
85302,1,
85303,1,
85311,2,
85317,1,
85318,1,
85319,1,
85320,1,
85321,1,
85322,1,
85323,1,
85328,1,
85328,2,
85331,1,
85331,2,
85331,3,
85331,4,
85331,5,
85333,1,
85338,1,
85339,1,
85340,1,
85347,1,
85353,1,
85353,2,
85355,1,
85362,3,
85362,4,
85363,1,
85364,1,
85365,1,
85368,1,45802014464
85370,1,
85371,1,
85372,1,527117010
85373,1,
85374,1,
85375,1,
85376,1,
85380,1,
85381,1,
85381,2,
85381,3,
85381,4,
85383,1,
85385,1,
85388,1,
85400,1,
85401,1,
85402,1,
85409,1,
85410,1,
85411,1,
85412,1,
85415,1,
85416,1,
85417,1,
85418,1,
85420,1,
85421,1,
85432,1,
85433,1,
85434,1,
85435,1,
85440,1,
85441,2,
85444,1,
85446,1,
85447,1,
85447,2,
85447,3,
85454,1,
85455,1,
85456,1,
85457,1,
85458,1,
85461,1,42806056401
85463,1,
85466,1,
85470,1,9027101
85470,2,9027101
85470,3,9027101
85472,1,42806056201
85475,1,42806056301
85476,1,
85477,1,
85479,1,
85481,1,
85482,1,
85484,1,
85485,1,
85487,1,
85488,1,
85490,1,
85490,2,
85492,1,
85493,1,
85497,1,
85498,1,
85498,2,
85499,1,
85502,1,
85506,1,
85507,1,
85509,1,
85511,1,
85512,1,
85513,1,
85517,1,
85518,1,
85519,1,
85523,1,
85524,1,
85525,1,
85527,1,
85528,1,
85529,1,
85532,2,
85533,2,
85534,1,
85539,1,
85539,2,
85539,3,
85540,1,
85543,1,
85544,1,
85545,1,
85549,1,
85550,1,
85551,1,
85551,2,
85552,1,
85553,1,
85555,1,
85562,1,
85563,1,
85564,1,
85567,1,
85568,1,
85569,1,
85571,1,
85579,1,
85580,1,
85583,1,
85584,1,
85588,1,69543041011
85591,1,
85594,1,
85595,1,
85597,1,
85598,1,
85599,1,
85600,1,
85601,1,
85603,1,
85606,1,
85607,1,
85610,1,
85611,1,
85612,1,
85620,1,
85621,1,
85622,1,
85627,1,
85628,1,
85630,1,
85632,1,
85633,1,
85634,1,
85635,1,9041702
85635,2,9041702
85635,3,9041702
85638,1,
85639,1,
85640,1,
85641,1,
85645,1,
85650,1,
85652,1,
85658,1,
85659,1,
85660,1,
85662,1,
85663,1,
85664,1,
85665,1,
85665,2,
85667,1,
85670,1,
85671,1,
85672,1,
85676,1,
85677,1,
85677,2,
85683,1,
85684,1,
85685,1,
85686,1,
85689,1,
85691,1,168000680
85691,2,168000680
85691,3,168000680
85692,1,168000480
85692,2,168000480
85692,3,168000480
85694,1,
85695,1,
85697,1,
85698,1,
85701,1,
85701,2,
85702,1,
85718,1,
85718,2,
85719,1,
85720,1,
85721,1,
85732,2,
85733,1,
85734,1,
85735,1,
85736,1,
85737,1,
85738,1,
85739,1,
85740,1,
85741,1,
85742,2,
85743,1,
85744,1,
85745,1,
85746,1,
85748,2,
85749,1,
85750,2,
85751,1,
85752,1,
85753,1,
85755,1,
85756,1,
85761,1,
85762,1,378041577
85763,1,
85764,1,
85766,1,
85767,1,
85768,1,
85769,1,
85770,1,
85771,1,
85772,1,
85773,1,
85775,1,
85777,1,
85778,1,
85779,1,
85780,1,
85781,1,
85784,1,
85785,1,781802801
85786,1,781803201
85787,1,
85788,1,781803601
85789,1,781803401
85790,1,
85791,1,
85792,1,
85794,1,
85795,1,
85796,1,
85797,1,
85798,1,
85799,1,
85804,1,
85805,1,
85809,1,
85811,1,
85813,1,
85815,1,
85816,1,
85817,1,
85818,1,
85819,1,
85820,1,
85821,1,
85825,1,
85827,1,
85828,1,93323410
85830,1,
85834,1,
85836,1,
85837,1,
85839,1,
85840,1,
85841,1,
85842,1,
85844,1,
85849,1,
85850,1,
85852,1,
85853,1,
85854,1,
85855,1,
85856,1,
85860,1,
85861,1,
85863,1,
85864,1,
85865,1,
85866,1,
85867,1,
85868,1,
85869,1,
85870,1,
85873,1,
85874,1,
85874,2,
85875,1,
85876,1,
85877,1,
85878,1,
85880,1,
85881,1,
85882,3,
85883,1,
85884,1,
85889,1,
85891,1,
85892,1,
85893,1,
85894,1,
85895,1,
85896,1,
85897,1,
85898,1,
85899,1,
85900,1,
85903,1,
85904,1,
85907,1,
85909,1,
85910,1,
85911,1,
85914,1,
85915,1,
85916,1,
85917,1,
85922,1,
85923,1,
85925,1,
85926,1,
85927,1,
85928,1,
85929,1,
85930,1,
85931,1,
85932,1,
85934,1,
85935,1,
