nda_number,product_number,nadac_NDC
21350,2,
21351,2,23615308
21355,1,50419048303
21355,2,50419048303
21356,1,61958040101
21356,2,61958040101
21356,3,61958040101
21356,4,61958040101
21357,1,
21357,2,
21357,3,
21357,4,
21358,1,
21358,2,
21359,1,58914030180
21360,1,
21360,2,
21361,1,65649030304
21361,2,65649030304
21365,1,
21366,2,310759030
21366,3,310759030
21366,4,310759030
21366,5,310759030
21367,1,72495020210
21367,2,72495020210
21368,1,2446579
21368,2,2446579
21368,3,2446579
21368,4,2446579
21369,1,
21371,1,
21372,1,
21372,2,
21373,1,
21374,1,
21375,1,
21378,1,
21379,1,
21380,1,
21381,1,
21381,2,
21382,1,
21383,1,
21384,1,
21385,1,187511560
21387,1,
21387,2,
21387,3,
21387,4,
21387,5,
21387,6,
21388,1,
21392,1,68682070990
21392,2,68682070990
21392,3,68682070990
21392,4,68682070990
21392,5,68682070990
21392,6,68682070990
21393,1,573016755
21394,1,573016443
21395,1,597007575
21398,1,82182045515
21399,1,
21400,1,
21400,2,
21400,3,
21400,4,
21402,1,74929690
21402,2,74929690
21402,3,74929690
21402,4,74929690
21402,5,74929690
21402,6,74929690
21402,7,74929690
21402,8,74929690
21402,9,74929690
21402,10,74929690
21402,11,74929690
21402,12,74929690
21406,1,
21408,1,
21409,1,
21410,1,
21410,2,
21410,3,
21410,4,
21410,5,
21411,1,2325130
21411,2,2325130
21411,3,2325130
21411,4,2325130
21411,5,2325130
21411,6,2325130
21411,7,2325130
21411,8,2325130
21412,1,
21412,2,
21415,1,
21416,1,173082618
21416,2,173082618
21416,3,173082618
21419,1,59630075550
21419,2,59630075550
21425,1,
21425,2,
21425,3,
21427,1,2327033
21427,2,2327033
21427,4,2327033
21428,1,64764054430
21428,2,64764054430
21431,1,
21433,1,66993008096
21433,2,66993008096
21433,3,66993008096
21434,1,9005907
21434,2,9005907
21434,3,9005907
21434,4,9005907
21435,1,
21435,2,
21435,3,
21436,1,59148001135
21436,2,59148001135
21436,3,59148001135
21436,4,59148001135
21436,5,59148001135
21436,6,59148001135
21437,1,59762172002
21437,2,59762172002
21437,3,59762172002
21438,1,62559060130
21438,2,62559060130
21441,1,573018810
21443,1,
21443,2,
21443,3,
21443,4,
21443,5,
21444,1,
21444,2,
21444,3,
21444,4,
21444,5,
21445,1,78206017801
21446,1,71101968
21446,2,71101968
21446,3,71101968
21446,4,71101968
21446,5,71101968
21446,6,71101968
21446,7,71101968
21446,8,71101968
21447,1,591279086
21447,2,591279086
21447,3,591279086
21449,1,
21450,3,69238200706
21450,4,69238200706
21451,1,
21453,1,
21453,2,
21453,3,
21453,4,
21454,1,66887000105
21455,1,
21455,2,
21457,1,93317431
21460,1,
21460,2,
21460,3,
21462,1,
21462,2,
21463,1,63481018316
21468,1,66993042485
21468,2,66993042485
21468,3,66993042485
21468,4,66993042485
21470,1,781717250
21471,1,
21472,1,
21473,1,
21473,2,
21475,1,
21475,2,
21475,3,
21476,1,63402019310
21476,2,63402019310
21476,3,63402019310
21478,1,93363020
21479,1,187045302
21481,1,4038140
21483,1,
21485,1,781566901
21485,2,781566901
21485,3,781566901
21485,4,781566901
21485,5,781566901
21485,6,781566901
21486,1,
21487,1,591390087
21487,2,591390087
21488,1,
21489,1,
21490,1,
21492,1,
21492,2,
21493,1,
21494,1,
21496,1,
21497,1,67546011114
21498,1,67546021221
21500,1,61958060101
21501,1,
21502,1,
21503,1,63010002770
21504,1,
21505,1,50474000148
21506,2,
21506,3,
21507,2,
21507,3,
21507,4,
21511,1,
21511,2,
21512,1,
21513,1,
21513,2,
21514,1,68968555503
21514,2,68968555503
21514,3,68968555503
21514,4,68968555503
21515,1,187073130
21515,2,187073130
21516,1,68682004550
21518,1,51248015152
21518,2,51248015152
21519,1,62559016001
21519,2,62559016001
21519,3,62559016001
21520,1,2323130
21520,2,2323130
21520,3,2323130
21520,4,2323130
21520,5,2323130
21524,1,
21524,2,
21524,3,
21526,1,61958100401
21526,2,61958100401
21527,1,597008717
21528,1,60758077305
21529,1,
21529,2,
21530,1,
21532,2,713086530
21532,3,713086530
21532,5,713086530
21535,1,299384804
21537,1,781618667
21539,1,574080530
21540,1,69227030
21540,2,69227030
21540,3,69227030
21540,4,69227030
21540,5,69227030
21540,6,69227030
21540,7,69227030
21540,8,69227030
21540,9,69227030
21540,10,69227030
21540,11,69227030
21543,1,
21544,1,555912366
21545,1,65815001
21546,1,
21548,1,49702020718
21549,1,6386203
21549,2,6386203
21549,3,6386203
21551,3,
21555,1,
21555,2,
21555,3,
21560,1,78041561
21560,2,78041561
21560,3,78041561
21560,4,78041561
21565,1,
21566,1,
21567,1,3363112
21567,2,3363112
21567,3,3363112
21567,4,3363112
21569,1,
21569,2,
21571,1,
21572,1,
21572,2,
21572,3,
21574,1,59630057560
21574,2,59630057560
21575,1,
21583,1,9470913
21585,1,63824005736
21585,2,63824005736
21586,1,
21586,2,
21587,1,
21588,1,78064930
21588,2,78064930
21589,1,
21589,2,
21590,1,
21590,2,
21590,3,
21590,4,
21590,5,
21590,6,
21591,1,10631023802
21592,1,
21594,1,
21595,1,
21598,1,781713593
21602,1,63020004901
21604,1,
21605,1,
21606,1,
21606,2,
21606,3,
21610,1,
21610,2,
21610,3,
21610,4,
21610,5,
21610,6,
21610,7,
21611,1,
21611,2,
21612,1,62559046190
21612,2,62559046190
21612,3,62559046190
21615,1,
21615,2,
21615,3,
21618,1,178850060
21618,2,178850060
21620,1,63824007246
21620,2,63824007246
21621,3,
21621,4,
21621,5,
21621,6,
21621,7,
21623,1,
21624,1,
21625,1,
21626,1,
21627,1,
21630,1,
21632,1,
21632,2,
21633,1,
21633,2,
21633,3,
21636,1,68682099130
21636,2,68682099130
21641,1,93306156
21641,2,93306156
21642,1,49884027086
21643,1,
21644,1,66993093955
21648,1,54005746
21652,1,49702020613
21654,1,
21656,1,74318990
21656,2,74318990
21658,2,70515071201
21658,3,70515071201
21660,1,
21664,1,
21664,2,
21667,1,
21669,1,
21670,1,
21671,1,
21671,2,
21671,3,
21673,1,
21674,1,
21676,1,50419040503
21687,1,78206017602
21687,2,78206017602
21687,3,78206017602
21687,4,78206017602
21688,1,55513007530
21688,2,55513007530
21688,3,55513007530
21689,1,
21689,2,
21692,1,
21692,2,
21692,3,
21693,1,
21695,1,68180013106
21695,2,68180013106
21695,3,68180013106
21695,4,68180013106
21695,5,68180013106
21697,1,
21697,2,
21698,1,
21698,2,
21700,1,
21700,2,
21700,3,
21700,4,
21700,5,
21703,1,
21703,2,
21703,3,
21703,4,
21703,5,
21703,6,
21703,7,
21703,8,
21703,9,
21703,10,
21703,11,
21703,12,
21703,13,
21703,14,
21703,15,
21704,2,
21710,1,30698042312
21710,2,30698042312
21710,3,30698042312
21711,1,
21711,2,
21712,1,
21712,2,
21713,1,
21717,1,
21719,1,
21720,1,
21720,2,
21721,1,
21726,1,
21726,2,
21726,3,
21726,4,
21727,1,
21729,2,
21729,3,
21729,4,
21729,5,
21730,1,63402051001
21731,1,
21732,1,
21734,1,
21735,1,168034720
21737,1,
21738,1,
21742,2,456142090
21742,3,456142090
21742,4,456142090
21742,5,456142090
21743,1,50242006401
21743,2,50242006401
21743,3,50242006401
21744,1,
21745,1,
21745,2,
21745,3,
21746,1,
21747,1,597002402
21748,1,68682002150
21748,2,68682002150
21749,1,
21751,1,
21752,1,61958070101
21752,2,61958070101
21752,3,61958070101
21752,4,61958070101
21753,1,66993088448
21756,1,
21758,1,99207052560
21759,1,
21759,2,
21759,3,
21762,1,
21762,2,
21763,1,
21763,2,
21763,3,
21764,1,61314014415
21768,1,
21770,1,23932115
21773,1,310652401
21773,2,310652401
21774,1,955170310
21774,2,955170310
21775,1,
21777,1,63459070160
21777,2,63459070160
21778,1,
21779,1,
21779,2,
21779,3,
21780,1,
21782,1,64764080530
21785,1,4024451
21788,1,
21789,1,66993093661
21790,1,
21793,1,
21793,2,
21794,1,60758067090
21795,1,
21795,2,
21797,1,3161212
21797,2,3161212
21798,1,
21799,1,68084094733
21802,1,781268901
21802,2,781268901
21802,3,781268901
21802,4,781268901
21802,5,781268901
21802,6,781268901
21802,7,781268901
21802,8,781268901
21806,1,245086070
21807,1,
21812,1,
21812,2,
21813,1,37480170
21814,1,597000302
21817,1,78043561
21821,1,
21823,1,
21825,1,
21825,2,
21829,1,50474080603
21829,2,50474080603
21829,3,50474080603
21829,4,50474080603
21829,5,50474080603
21829,6,50474080603
21830,1,
21835,1,591403974
21840,1,93313491
21842,1,64764015860
21842,2,64764015860
21844,1,
21845,1,69419068
21849,1,68682010430
21849,2,68682010430
21850,1,
21850,2,
21852,1,66993093865
21855,1,70677106201
21855,2,70677106201
21856,1,64764091830
21856,2,64764091830
21858,1,
21860,1,
21860,2,
21860,3,
21861,1,61314032001
21862,1,
21864,1,
21866,1,
21870,1,
21870,2,
21871,1,
21872,1,
21875,1,93309456
21875,2,93309456
21875,3,93309456
21875,4,93309456
21875,5,93309456
21876,1,70505010010
21877,1,
21879,1,64597030160
21880,1,
21880,2,
21880,3,
21880,4,
21880,5,
21880,6,
21881,1,68682020175
21882,1,
21882,2,
21882,3,
21883,1,
21887,1,135046106
21891,1,11523432803
21891,2,11523432803
21892,1,65649070141
21894,1,68682042112
21894,2,68682042112
21896,1,
21897,1,65757030001
21902,1,10337045003
21903,1,
21906,1,74679922
21906,2,74679922
21908,1,69339016398
21908,2,69339016398
21909,2,
21909,3,
21910,1,
21910,2,
21911,1,62856058352
21911,2,62856058352
21911,3,62856058352
21912,1,63402091164
21918,1,42195055014
21920,1,
21923,1,
21924,2,82347004504
21924,3,82347004504
21924,4,82347004504
21924,5,82347004504
21924,6,82347004504
21924,7,82347004504
21924,8,82347004504
21924,9,82347004504
21924,10,82347004504
21924,11,82347004504
21924,12,82347004504
21924,13,82347004504
21924,14,82347004504
21924,15,82347004504
21924,16,82347004504
21925,1,66993082230
21925,2,66993082230
21926,1,44183085009
21926,2,44183085009
21928,1,69047197
21928,2,69047197
21929,1,310737220
21929,2,310737220
21936,1,597010061
21936,2,597010061
21937,1,15584010101
21938,1,69077038
21938,2,69077038
21938,3,69077038
21938,4,69077038
21946,1,
21947,1,63459054828
21947,2,63459054828
21947,3,63459054828
21947,4,63459054828
21947,5,63459054828
21947,6,63459054828
21949,1,186091706
21949,2,186091706
21951,1,57664002597
21951,2,57664002597
21951,3,57664002597
21951,4,57664002597
21951,5,57664002597
21951,6,57664002597
21952,1,11523720001
21956,1,
21956,2,
21956,3,
21957,1,186405001
21957,2,186405001
21957,3,186405001
21957,4,186405001
21958,1,
21959,1,66993084562
21959,2,66993084562
21959,3,66993084562
21961,1,
21961,2,
21961,3,
21961,4,
21963,1,
21964,1,65649055204
21964,2,65649055204
21964,3,65649055204
21976,1,59676056630
21976,2,59676056630
21976,3,59676056630
21976,4,59676056630
21976,5,59676056630
21976,6,59676056630
21977,1,59417010710
21977,2,59417010710
21977,3,59417010710
21977,4,59417010710
21977,5,59417010710
21977,6,59417010710
21977,7,59417010710
21978,1,
21980,1,
21983,1,
21985,1,70839030030
21985,2,70839030030
21986,1,3085222
21986,2,3085222
21986,3,3085222
21986,4,3085222
21986,5,3085222
21986,6,3085222
21990,2,78049115
21990,3,78049115
21990,4,78049115
21990,5,78049115
21991,1,
21992,1,8122250
21992,2,8122250
21992,3,8122250
21993,1,11523720203
21994,1,781618575
21995,1,6027782
21995,2,6027782
21995,3,6027782
21996,1,70000052202
21996,2,70000052202
21997,1,37601093
21997,2,37601093
21998,1,69536020088
21999,1,50458055401
21999,2,50458055401
21999,3,50458055401
21999,4,50458055401
21999,6,50458055401
22000,1,54092047612
22003,1,85132801
22004,1,70515070101
22006,1,
22007,1,49502060561
22008,1,
22008,2,
22008,3,
22008,4,
22008,5,
22008,6,
22009,1,
22009,2,
22011,1,
22012,1,7338513
22012,2,7338513
22012,3,7338513
22012,4,7338513
22013,1,378805550
22014,1,574206727
22015,1,11523726808
22018,1,
22020,1,8084402
22021,1,
22021,2,
22021,3,
22021,4,
22023,1,
22023,2,
22024,1,
22024,2,
22025,1,
22026,1,
22026,2,
22026,3,
22028,1,
22029,1,
22029,2,
22030,1,69024430
22030,2,69024430
22032,1,904583471
22033,1,
22033,2,
22036,1,44183010630
22036,2,44183010630
22037,1,54092051902
22037,2,54092051902
22037,3,54092051902
22037,4,54092051902
22038,1,68025008630
22041,1,
22041,2,
22044,1,6057782
22044,2,6057782
22046,1,
22047,1,310028460
22047,2,310028460
22047,3,310028460
22047,4,310028460
22047,5,310028460
22048,1,
22051,2,135061601
22052,1,
22055,1,
22056,1,70515062501
22056,2,70515062501
22057,1,55566650003
22058,1,
22059,1,
22063,1,54092047701
22063,2,54092047701
22063,3,54092047701
22063,4,54092047701
22064,1,
22065,1,
22065,2,
22066,1,
22066,2,
22067,1,
22067,2,
22068,1,78052687
22068,2,78052687
22068,3,78052687
22070,1,68682080045
22071,1,
22071,2,
22074,1,
22074,2,
22074,3,
22075,1,
22075,2,
22076,1,
22081,1,
22081,2,
22083,1,781731358
22083,2,781731358
22083,5,781731358
22087,1,45802060801
22088,1,
22090,1,
22090,2,
22100,1,65597011390
22100,2,65597011390
22100,3,65597011390
22100,4,65597011390
22101,1,186401001
22102,1,
22103,1,
22104,1,68025008290
22104,2,68025008290
22104,3,68025008290
22104,4,68025008290
22106,1,
22106,2,
22107,1,70839032530
22107,2,70839032530
22107,3,70839032530
22107,4,70839032530
22108,1,187581230
22108,2,187581230
22108,3,187581230
22110,1,
22110,2,
22113,1,573019610
22113,2,573019610
22114,1,
22115,1,173078100
22115,2,173078100
22115,3,173078100
22115,4,173078100
22115,5,173078100
22115,6,173078100
22116,1,
22117,1,59762288806
22117,2,59762288806
22117,3,59762288806
22118,1,68682049590
22118,2,68682049590
22119,1,
22122,1,
22127,1,955105027
22128,1,49702022418
22128,2,49702022418
22128,3,49702022418
22128,4,49702022418
22129,1,
22134,1,23429105
22137,1,
22141,1,
22142,1,
22145,1,6308001
22145,2,6308001
22150,1,
22152,1,
22152,2,
22152,3,
22154,1,
22155,1,
22155,2,
22156,1,
22156,2,
22156,3,
22157,1,
22159,1,
22160,1,
22160,2,
22161,1,
22165,1,69315050609
22173,1,
22173,2,
22173,3,
22180,1,
22181,1,
22184,1,23320508
22185,1,66993093761
22186,1,
22186,2,
22187,1,59676057101
22187,2,59676057101
22187,3,59676057101
22192,1,43068011202
22192,2,43068011202
22192,3,43068011202
22192,4,43068011202
22192,5,43068011202
22192,6,43068011202
22192,7,43068011202
22193,1,
22195,1,54051750
22195,2,54051750
22195,3,54051750
22196,1,
22198,1,42747072601
22200,1,
22200,2,
22201,1,
22201,2,
22202,1,69315027520
22203,1,
22203,2,
22204,1,
22205,1,
22206,1,23614730
22206,2,23614730
22207,1,54023625
22207,2,54023625
22211,1,24208053535
22212,1,781600078
22217,1,
22217,2,
22219,1,
22220,1,
22221,1,
22224,1,74316290
22224,2,74316290
22225,1,
22225,2,
22231,1,
22233,1,
22234,1,
22234,2,
22234,3,
22234,4,
22234,5,
22234,6,
22234,7,
22239,1,
22239,2,
22244,1,
22246,1,
22246,2,
22247,1,8112312
22249,1,
22249,2,
22249,3,
22249,4,
22250,1,
22251,1,173077800
22251,2,173077800
22251,3,173077800
22251,4,173077800
22252,1,50419040903
22253,1,131248060
22253,2,131248060
22253,3,131248060
22253,4,131248060
22254,1,
22255,1,66689011010
22256,1,456155060
22256,2,456155060
22256,3,456155060
22256,4,456155060
22257,1,4003909
22259,1,28105042140
22260,1,
22260,2,
22262,1,93614891
22264,1,50458056401
22264,2,50458056401
22264,3,50458056401
22264,4,50458056401
22264,5,50458056401
22266,1,
22266,2,
22266,3,
22266,4,
22266,5,
22268,1,78056845
22271,1,64764025030
22271,2,64764025030
22271,3,64764025030
22272,1,93573401
22272,2,93573401
22272,3,93573401
22272,4,93573401
22272,5,93573401
22272,6,93573401
22272,7,93573401
22273,1,
22275,1,59148002050
22275,2,59148002050
22275,3,59148002050
22276,1,
22276,2,
22276,3,
22277,1,
22278,1,
22279,1,
22281,1,
22283,1,
22285,1,50474059966
22285,2,50474059966
22287,1,64764017590
22287,2,64764017590
22288,1,24208063010
22290,1,
22291,1,
22291,2,
22291,3,
22291,4,
22291,5,
22292,1,
22294,1,
22301,1,93922489
22304,1,24510010010
22304,2,24510010010
22304,3,24510010010
22305,1,
22306,1,
22307,1,
22307,2,
22308,1,24208044605
22309,1,51846233
22309,2,51846233
22309,3,51846233
22311,1,
22312,1,
22312,2,
22314,1,78056330
22314,2,78056330
22314,3,78056330
22314,4,78056330
22314,5,78056330
22315,1,
22318,1,955105490
22318,2,955105490
22320,1,66993086948
22321,1,
22321,2,
22321,3,
22321,4,
22321,5,
22321,6,
22325,1,
22325,2,
22325,3,
22327,1,
22328,1,
22328,2,
22331,1,59212065860
22331,2,59212065860
22331,3,59212065860
22331,4,59212065860
22332,1,66302046760
22334,1,78056761
22334,2,78056761
22334,3,78056761
22334,4,78056761
22335,1,
22341,1,169406013
22343,1,
22344,1,
22345,1,
22345,2,
22345,3,
22345,4,
22348,1,
22348,2,
22348,3,
22350,1,
22350,2,
22352,1,64764011907
22360,1,
22360,2,
22362,1,713093530
22362,2,713093530
22363,1,66869040490
22363,2,66869040490
22363,3,66869040490
22368,1,
22369,1,23361670
22370,1,68025007230
22370,2,68025007230
22370,3,68025007230
22370,4,68025007230
22372,1,52268001201
22377,1,
22382,1,
22383,1,
22386,1,
22386,2,
22387,1,
22388,1,
22393,1,
22395,1,
22396,1,
22399,1,53451010301
22399,2,53451010301
22401,1,
22401,2,
22401,3,
22401,4,
22402,1,54024525
22402,2,54024525
22402,3,54024525
22404,1,
22405,1,
22405,2,
22406,1,50458058451
22406,2,50458058451
22406,3,50458058451
22406,4,50458058451
22408,1,52246092904
22410,1,12496121203
22410,2,12496121203
22410,3,12496121203
22410,4,12496121203
22411,1,
22411,2,
22416,1,63402020830
22416,2,63402020830
22416,3,63402020830
22416,4,63402020830
22417,1,74333330
22418,1,
22418,2,
22421,1,597028530
22421,2,597028530
22421,3,597028530
22421,4,597028530
22421,5,597028530
22421,6,597028530
22421,7,597028530
22424,1,
22425,1,24414260
22426,1,64764025403
22426,2,64764025403
22426,3,64764025403
22426,4,64764025403
22426,5,64764025403
22426,6,64764025403
22427,1,23350730
22428,1,
22429,1,46122061363
22429,2,46122061363
22429,3,46122061363
22429,4,46122061363
22430,1,69918030130
22433,1,186077760
22433,2,186077760
22434,1,
22436,1,187510401
22437,1,
22439,1,
22442,1,
22445,1,
22450,1,
22453,1,
22454,1,
22456,1,
22456,2,
22460,1,173080959
22462,1,
22462,2,
22462,3,
22462,4,
22465,1,
22465,2,
22466,1,
22466,2,
22468,1,
22468,2,
22470,1,
22473,1,
22474,1,73302045601
22483,1,99207027675
22483,2,99207027675
22484,1,
22485,1,
22488,1,59762157601
22494,1,
22496,1,
22496,2,
22497,1,64679083001
22499,1,
22500,1,
22500,2,
22501,1,430042014
22502,1,299591202
22503,1,
22504,1,
22510,1,
22510,2,
22510,3,
22510,4,
22510,5,
22510,6,
22511,1,75987003104
22511,2,75987003104
22512,1,597036082
22512,2,597036082
22512,3,597036082
22517,1,
22517,2,
22518,1,78206012702
22518,2,78206012702
22518,3,78206012702
22519,1,75987001003
22522,1,310009590
22522,2,310009590
22524,1,
22524,2,
22525,1,456342890
22525,2,456342890
22525,3,456342890
22525,4,456342890
22526,1,
22527,1,78060751
22527,2,78060751
22532,1,781407552
22534,1,
22534,2,
22534,3,
22534,4,
22534,5,
22535,1,
22536,1,
22544,1,52427080690
22544,2,52427080690
22544,3,52427080690
22544,4,52427080690
22544,5,52427080690
22545,1,
22545,2,
22545,3,
22545,4,
22548,1,60758061525
22549,1,
22555,1,
22556,1,23594010105
22560,1,59762040704
22561,1,
22562,1,
22563,1,51862037660
22565,1,
22567,1,60505477403
22567,2,60505477403
22567,3,60505477403
22568,1,62856024790
22569,1,
22569,2,
22569,3,
22571,1,259050116
22572,1,
22573,1,52544006431
22574,1,781410352
22577,1,
22578,1,
22580,1,62541020430
22580,2,62541020430
22580,3,62541020430
22580,4,62541020430
22581,1,
40001,1,62559024101
40001,2,62559024101
40007,1,
40008,1,
40009,1,
40010,1,
40011,1,
40011,2,
40013,1,
40014,1,50383077517
40015,1,
40015,2,
40015,3,
40015,4,
40015,5,
40023,1,
40024,1,
40026,1,50383080116
40027,1,50383080316
40028,1,
40029,1,
40032,1,
40032,2,
40034,1,
40035,1,
40036,1,
40036,2,
40037,1,51672128408
40038,1,
40039,1,51672128208
40040,1,
40041,1,
40042,1,
40043,1,
40044,1,
40045,1,
40050,1,
40050,2,
40052,1,
40052,2,
40052,3,
40052,4,
40054,1,54855025
40056,1,
40057,1,
40057,2,
40058,1,713013512
40059,1,
40061,1,
40062,1,574079101
40062,2,574079101
40063,1,
40064,1,24208058564
40065,1,
40066,1,24208067004
40067,1,24208059064
40069,1,24208072002
40070,1,24208071510
40073,1,
40074,1,24208073006
40075,1,24208073506
40078,1,409206605
40079,1,
40081,1,93240101
40083,1,
40084,1,
40084,2,
40084,3,
40084,4,
40085,1,
40086,1,42858070101
40086,2,42858070101
40088,1,66689069579
40089,1,
40090,1,
40090,2,
40091,1,185075710
40092,1,
40093,1,
40094,1,
40094,2,
40094,3,
40094,4,
40095,1,
40097,1,
40098,1,
40099,1,
40100,1,
40101,1,
40101,2,
40101,3,
40102,1,
40102,2,
40103,1,
40103,2,
40103,3,
40104,1,781599405
40105,1,
40106,1,
40108,1,
40109,1,
40110,1,
40110,2,
40111,1,
40113,1,
40114,1,
40114,2,
40114,3,
40116,1,
40117,1,
40118,1,
40119,1,50383007916
40120,1,
40120,2,
40122,1,
40122,2,
40123,1,
40123,2,
40123,3,
40123,4,
40124,1,
40125,1,
40126,1,
40131,1,
40133,1,
40134,1,
40135,1,
40135,2,
40135,3,
40136,1,
40137,1,
40138,1,
40138,2,
40138,3,
40139,1,
40140,1,
40143,1,
40144,1,
40144,2,
40145,1,
40145,2,
40145,3,
40145,4,
40145,5,
40145,6,
40145,7,
40145,8,
40145,9,
40146,1,
40147,1,
40148,1,904642161
40148,2,904642161
40148,3,904642161
40148,4,904642161
40148,5,904642161
40149,1,
40149,2,
40150,1,
40151,1,50383080416
40152,1,
40153,1,
40153,2,
40153,3,
40153,4,
40155,1,
40156,1,50268039950
40156,2,50268039950
40157,1,
40159,1,60687010521
40159,2,60687010521
40159,3,60687010521
40161,1,143122710
40162,1,
40162,2,
40163,1,
40164,1,17478010012
40165,1,17478009702
40166,1,
40167,1,36800044164
40168,1,
40169,1,603116158
40171,1,
40174,1,
40177,1,121065816
40179,1,
40179,2,
40180,1,54039268
40182,1,
40183,1,68084014911
40184,1,
40184,2,
40185,1,
40185,2,
40186,1,
40186,2,
40187,1,
40188,1,69584011190
40189,1,68001056055
40189,2,68001056055
40189,3,68001056055
40189,4,68001056055
40190,1,64850081010
40191,1,
40191,2,
40192,1,
40194,1,781502207
40195,1,51672402301
40195,2,51672402301
40196,1,
40196,2,
40196,3,
40196,4,
40196,5,
40196,6,
40196,7,
40196,8,
40196,9,
40197,1,555089902
40197,2,555089902
40197,3,555089902
40199,1,
40201,1,
40201,2,
40203,1,
40204,1,54074831
40206,1,
40207,1,
40207,2,
40209,1,51079057520
40209,2,51079057520
40209,3,51079057520
40209,4,51079057520
40210,1,
40212,1,
40212,2,
40212,3,
40212,4,
40213,1,
40215,1,
40216,1,
40218,1,
40218,2,
40218,3,
40218,4,
40218,5,
40218,6,
40219,1,
40220,1,
40220,2,
40220,3,
40223,1,
40223,2,
40223,3,
40224,1,
40226,1,904660161
40226,2,904660161
40226,3,904660161
40226,4,904660161
40227,1,
40228,1,
40230,1,904698861
40231,1,
40232,1,
40233,1,
40234,1,
40235,1,
40236,1,
40236,2,
40240,1,
40240,2,
40241,1,
40241,2,
40245,1,62135024112
40246,1,574722612
40247,1,
40248,1,
40248,2,
40249,1,
40251,1,61748005416
40252,1,
40253,1,121067016
40254,1,70954021220
40254,2,70954021220
40255,1,
40256,1,904692361
40256,2,904692361
40257,1,
40258,1,
40259,1,
40260,1,
40261,1,
40262,1,
40263,1,63323012310
40263,2,63323012310
40265,1,
40266,1,
40267,1,
40268,1,59746011506
40268,2,59746011506
40272,1,
40273,1,
40273,2,
40274,1,
40275,1,42806008905
40275,2,42806008905
40275,3,42806008905
40276,1,
40277,1,17478026312
40278,1,
40278,2,
40279,1,
40279,2,
40280,1,
40280,2,
40280,3,
40281,1,
40281,2,
40282,1,
40282,2,
40283,1,
40284,1,43386048028
40285,1,
40286,1,
40287,1,
40288,1,
40288,2,
40288,3,
40289,1,
40291,1,
40295,1,
40296,1,
40296,2,
40296,3,
40297,1,
40297,2,
40297,3,
40298,1,378375093
40298,2,378375093
40298,3,378375093
40299,1,
40300,1,68084082321
40300,2,68084082321
40300,3,68084082321
40301,1,68084002711
40301,2,68084002711
40301,3,68084002711
40301,4,68084002711
40301,5,68084002711
40301,6,68084002711
40301,7,68084002711
40301,8,68084002711
40301,9,68084002711
40302,1,409132305
40302,2,409132305
40303,1,
40304,1,
40305,1,
40306,1,
40307,1,
40307,2,
40307,3,
40307,4,
40308,1,
40308,2,
40309,1,
40310,1,
40311,1,
40311,2,
40311,3,
40312,1,
40312,2,
40312,3,
40313,1,
40314,1,17478010112
40315,1,17478010212
40316,1,
40317,1,59651072099
40318,1,
40318,2,
40319,1,59651071901
40320,1,
40320,2,
40321,1,
40321,2,
40321,3,
40322,1,
40323,1,62135025047
40326,1,
40326,2,
40326,3,
40327,1,185002210
40330,1,63481062970
40330,2,63481062970
40330,3,63481062970
40330,4,63481062970
40331,1,42806005101
40331,2,42806005101
40332,1,
40333,1,
40334,1,
40334,2,
40335,1,
40336,1,
40337,1,
40337,2,
40338,1,
40341,1,
40341,2,
40342,1,66689077508
40342,2,66689077508
40347,1,
40349,1,
40350,1,64380021301
40350,2,64380021301
40350,3,64380021301
40351,1,168028802
40352,1,
40352,2,
40353,1,
40353,2,
40353,3,
40355,1,
40356,1,
40357,1,
40358,1,
40359,1,
40359,2,
40359,3,
40360,1,
40361,1,555095302
40361,2,555095302
40362,1,904712761
40362,2,904712761
40362,3,904712761
40362,4,904712761
40362,5,904712761
40364,1,
40365,1,
40366,1,
40367,1,
40368,1,115201102
40371,1,
40371,2,
40372,1,
40372,2,
40373,1,
40374,1,
40377,1,43547040411
40378,1,
40379,1,
40385,1,
40385,2,
40385,3,
40385,4,
40386,1,
40387,1,
40388,1,
40390,1,
40391,1,
40392,1,60687014511
40394,1,
40395,1,
40396,1,
40397,1,
40398,1,
40399,1,
40400,1,406012562
40401,1,50383004248
40402,1,
40403,1,
40404,1,
40404,2,
40404,3,
40405,1,406012462
40407,1,
40407,2,
40407,3,
40409,1,406012362
40410,1,
40411,1,62135020690
40411,2,62135020690
40412,1,60687059311
40412,2,60687059311
40413,1,
40413,2,
40415,1,
40415,2,
40415,3,
40415,4,
40415,5,
40415,6,
40415,7,
40415,8,
40415,9,
40416,1,832121989
40416,2,832121989
40416,3,832121989
40416,4,832121989
40416,5,832121989
40416,6,832121989
40416,7,832121989
40416,8,832121989
40416,9,832121989
40417,1,
40418,1,
40419,1,406048505
40419,2,406048505
40419,3,406048505
40420,1,
40421,1,
40422,1,57844013001
40422,2,57844013001
40422,3,57844013001
40422,4,57844013001
40422,5,57844013001
40422,6,57844013001
40422,7,57844013001
40423,1,
40424,1,51079097920
40424,2,51079097920
40424,3,51079097920
40425,1,555099702
40427,1,
40428,1,713053612
40428,2,713053612
40430,1,69452015220
40431,1,68084028865
40432,1,
40433,1,17478071130
40435,1,
40436,1,406895901
40436,2,406895901
40439,1,185209901
40439,2,185209901
40439,3,185209901
40439,4,185209901
40440,1,406889401
40440,2,406889401
